#;RECORD_VERSION;Kod Ringkas;Kod Penuh;NAMA_MELAYU;NAME_EN;c1;c2;c3;c4;UNIT;Catatan
"";"2009v1.1";"124904";"124904001";"Cherries";"Cherries";"1354";"080920000";"";"";"";""
"";"2009v1.1";"124905";"124905001";"Peaches, including nectarines";"Peaches, including nectarines";"1355";"080930000";"";"";"";""
"";"2009v1.1";"124906";"124906001";"Plums";"Plums";"1356";"080940100";"";"";"";""
"";"2009v1.1";"124906";"124906002";"Sloes";"Sloes";"1356";"080940200";"";"";"";""
"";"2009v1.1";"124907";"124907001";"Other pome fruits and stone fruits, n.e.c";"Other pome fruits and stone fruits, n.e.c";"1359";"081090900";"";"";"";""
"";"2009v1.1";"125101";"125101001";"Black, white or red currants and gooseberries";"Black, white or red currants and gooseberries";"1341";"081030000";"";"";"";""
"";"2009v1.1";"125102";"125102001";"Kiwi fruit";"Kiwi fruit";"1342";"081050000";"";"";"";""
"";"2009v1.1";"125103";"125103001";"Raspberries, blackberries, mulberries and loganberries";"Raspberries, blackberries, mulberries and loganberries";"1343";"081020000";"";"";"";""
"";"2009v1.1";"125104";"125104001";"Strawberries";"Strawberries";"1344";"081010000";"";"";"";""
"";"2009v1.1";"125105";"125105001";"Cranberries, blueberries and other fruits of the genus vaccinium";"Cranberries, blueberries and other fruits of the genus vaccinium";"1349";"081040000";"";"";"";""
"";"2009v1.1";"125201";"125201001";"Other seeds, fruit and spores of a kind used for sowing";"Other seeds, fruit and spores of a kind used for sowing";"1360";"120999900";"";"";"";""
"";"2009v1.1";"125301";"125301001";"Almonds, in shell";"Almonds, in shell";"1371";"080211000";"";"";"";""
"";"2009v1.1";"125302";"125302001";"Cashew nuts, in shell";"Cashew nuts, in shell";"1372";"080131000";"";"";"";""
"";"2009v1.1";"125303";"125303001";"Chestnuts, in shell";"Chestnuts, in shell";"1373";"080240000";"";"";"";""
"";"2009v1.1";"125304";"125304001";"Hazelnuts or filberts in shell";"Hazelnuts or filberts in shell";"1374";"080221000";"";"";"";""
"";"2009v1.1";"125305";"125305001";"Pistachios, in shell";"Pistachios, in shell";"1375";"080250000";"";"";"";""
"";"2009v1.1";"125306";"125306001";"Walnuts, in shell";"Walnuts, in shell";"1376";"080231000";"";"";"";""
"";"2009v1.1";"125307";"125307001";"Brazil nuts, in shell";"Brazil nuts, in shell";"1377";"080121000";"";"";"";""
"";"2009v1.1";"125308";"125308001";"Other nuts, in shell";"Other nuts, in shell";"1379";"080290900";"";"";"";""
"";"2009v1.1";"125901";"125901001";"Locust beans, including locust bean seeds";"Locust beans, including locust bean seeds";"1391";"121210000";"";"";"";""
"";"2009v1.1";"125902";"125902001";"Sugar maple";"Sugar maple";"1809";"140310000";"";"";"";""
"";"2009v1.1";"125902";"125902002";"Sweet sorghum";"Sweet sorghum";"1809";"140310000";"";"";"";""
"";"2009v1.1";"126101";"126101001";"Oil palm fresh fruit bunches";"Oil palm fresh fruit bunches";"1491";"1207.99*";"";"";"";""
"";"2009v1.1";"126101";"126101002";"Oil palm leaf";"Oil palm leaf";"1491";"1207.99*";"";"";"";""
"";"2009v1.1";"126101";"126101003";"Oil palm frond";"Oil palm frond";"1491";"1207.99*";"";"";"";""
"";"2009v1.1";"126101";"126101004";"Oil palm trunk";"Oil palm trunk";"1491";"1207.99*";"";"";"";""
"";"2009v1.1";"126201";"126201001";"Oil palm fresh fruit bunches";"Oil palm fresh fruit bunches";"1491";"1207.99*";"";"";"";""
"";"2009v1.1";"126201";"126201002";"Oil palm leaf";"Oil palm leaf";"1491";"1207.99*";"";"";"";""
"";"2009v1.1";"126201";"126201003";"Oil palm frond";"Oil palm frond";"1491";"1207.99*";"";"";"";""
"";"2009v1.1";"126201";"126201004";"Oil palm trunk";"Oil palm trunk";"1491";"1207.99*";"";"";"";""
"";"2009v1.1";"126301";"126301001";"Young coconut (kelapa muda)";"Young coconut (kelapa muda)";"1460";"080119100";"";"";"";""
"";"2009v1.1";"126301";"126301002";"Other coconuts, other than young coconut";"Other coconuts, other than young coconut";"1460";"080119900";"";"";"";""
"";"2009v1.1";"126901";"126901001";"Olives";"Olives";"1450";"070200000";"";"";"";""
"";"2009v1.1";"126902";"126902001";"Other oleaginous fruits, n.e.c.";"Other oleaginous fruits, n.e.c.";"1499";"120300000, 120799900 ";"";"";"";""
"";"2009v1.1";"127101";"127101001";"Coffee, not roasted, not decaffeinated";"Coffee, not roasted, not decaffeinated";"1610";"090111000";"";"";"";""
"";"2009v1.1";"127102";"127102001";"Coffeehusk and skins";"Coffeehusk and skins";"39150";"180200000";"";"";"";""
"";"2009v1.1";"127201";"127201001";"Green tea (not fermented)";"Green tea (not fermented)";"1620";"090220000";"";"";"";""
"";"2009v1.1";"127201";"127201002";"Black tea (fermented) and other partly fermented tea";"Black tea (fermented) and other partly fermented tea";"1620";"090240000";"";"";"";""
"";"2009v1.1";"127301";"127301001";"Cocoa beans";"Cocoa beans";"1640";"180100000";"";"";"";""
"";"2009v1.1";"127302";"127302001";"Cocoa shells, husks, skins and other cocoa waste";"Cocoa shells, husks, skins and other cocoa waste";"39150";"180200000";"";"";"";""
"";"2009v1.1";"127901";"127901001";"Mate";"Mate";"1630";"090300000";"";"";"";""
"";"2009v1.1";"128101";"128101001";"Green pepper";"Green pepper";"1651";"090411110";"";"";"";""
"";"2009v1.1";"128101";"128101002";"Black pepper";"Black pepper";"1651";"090411300";"";"";"";""
"";"2009v1.1";"128101";"128101003";"White pepper";"White pepper";"1651";"090411200";"";"";"";""
"";"2009v1.1";"128201";"128201001";"Chillies";"Chillies";"1231";"070960100";"";"";"";""
"";"2009v1.1";"128201";"128201002";"Other fruits of the genus capsicum or pimenta, fresh";"Other fruits of the genus capsicum or pimenta, fresh";"1231";"070960900";"";"";"";""
"";"2009v1.1";"128202";"128202001";"Fruits of the genus Capsicum or of the genus Pimenta, dried or crushed or ground";"Fruits of the genus Capsicum or of the genus Pimenta, dried or crushed or ground";"1652";"090420000";"";"";"";""
"";"2009v1.1";"128301";"128301001";"Nutmeg";"Nutmeg";"1653";"090810000";"";"";"";""
"";"2009v1.1";"128401";"128401001";"Ginger";"Ginger";"1657";"091010000";"";"";"";""
"";"2009v1.1";"128501";"128501001";"Liquorice roots";"Liquorice roots";"1930";"121190410, 121190490";"";"";"";""
"";"2009v1.1";"128501";"128501002";"Ginseng roots";"Ginseng roots";"1930";"121120000";"";"";"";""
"";"2009v1.1";"128501";"128501003";"Patchouli leaves and other parts of the plant used for distillation";"Patchouli leaves and other parts of the plant used for distillation";"1930";"121190100";"";"";"";""
"";"2009v1.1";"128501";"128501004";"Gaharu wood chips";"Gaharu wood chips";"1930";"121190200";"";"";"";""
"";"2009v1.1";"128501";"128501005";"Sandal wood chips";"Sandal wood chips";"1930";"121190300";"";"";"";""
"";"2009v1.1";"128501";"128501006";"Other plants and parts of plants used primarily in perfumery, in pharmacy, or for insecticidal, fungicidal or similar purposes";"Other plants and parts of plants used primarily in perfumery, in pharmacy, or for insecticidal, fungicidal or similar purposes";"1930";"121190900";"";"";"";""
"";"2009v1.1";"128901";"128901001";"Cardamoms, raw";"Cardamoms, raw";"1653";"090830000";"";"";"";""
"";"2009v1.1";"128901";"128901002";"Mace, raw";"Mace, raw";"1653";"090820000";"";"";"";""
"";"2009v1.1";"128902";"128902001";"Badian, raw";"Badian, raw";"1654";"090910000";"";"";"";""
"";"2009v1.1";"128902";"128902002";"Aniseed, raw";"Aniseed, raw";"1654";"090910000";"";"";"";""
"";"2009v1.1";"128902";"128902003";"Caraway seeds, raw";"Caraway seeds, raw";"1654";"090940000";"";"";"";""
"";"2009v1.1";"128902";"128902004";"Coriander, raw";"Coriander, raw";"1654";"090920000";"";"";"";""
"";"2009v1.1";"128902";"128902005";"Cumin, raw";"Cumin, raw";"1654";"090930000";"";"";"";""
"";"2009v1.1";"128902";"128902006";"Fennel, raw";"Fennel, raw";"1654";"090950000";"";"";"";""
"";"2009v1.1";"128902";"128902007";"Juniper berries, raw";"Juniper berries, raw";"1654";"090950000";"";"";"";""
"";"2009v1.1";"128903";"128903001";"Cinnamon (canella), raw";"Cinnamon (canella), raw";"1655";"090620000, 090611000";"";"";"";""
"";"2009v1.1";"128904";"128904001";"Cloves (whole stems), raw";"Cloves (whole stems), raw";"1656";"090700000";"";"";"";""
"";"2009v1.1";"128905";"128905001";"Vanilla, raw";"Vanilla, raw";"1658";"090500000";"";"";"";""
"";"2009v1.1";"128906";"128906001";"Hop cones, neither ground nor powdered nor in the form of pellets";"Hop cones, neither ground nor powdered nor in the form of pellets";"1659";"121010000";"";"";"";""
"";"2009v1.1";"128907";"128907001";"Saffron";"Saffron";"1690";"091020000";"";"";"";""
"";"2009v1.1";"128907";"128907002";"Thyme";"Thyme";"1690";"091099000";"";"";"";""
"";"2009v1.1";"128907";"128907003";"Tumeric";"Tumeric";"1690";"091030000";"";"";"";""
"";"2009v1.1";"128907";"128907004";"Asam gelugur, fresh";"Asam gelugur, fresh";"1690";"081340900";"";"";"";""
"";"2009v1.1";"128907";"128907005";"Jering";"Jering";"1690";"070890000";"";"";"";""
"";"2009v1.1";"128907";"128907006";"Kantan (torch ginger)";"Kantan (torch ginger)";"1690";"091099000";"";"";"";""
"";"2009v1.1";"128907";"128907007";"Lengkuas (greater galangal)";"Lengkuas (greater galangal)";"1690";"091099000";"";"";"";""
"";"2009v1.1";"128907";"128907008";"Petai";"Petai";"1690";"070890000";"";"";"";""
"";"2009v1.1";"128907";"128907009";"Pudina (mint)";"Pudina (mint)";"1690";"121190900";"";"";"";""
"";"2009v1.1";"128907";"128907010";"Serai (lemon grass)";"Serai (lemon grass)";"1690";"091099000";"";"";"";""
"";"2009v1.1";"128907";"128907011";"Lidah buaya (aloe vera)";"Lidah buaya (aloe vera)";"1690";"121299900";"";"";"";""
"";"2009v1.1";"128907";"128907012";"Mengkudu/noni (indian mulberry)";"Mengkudu/noni (indian mulberry)";"1690";"121299900";"";"";"";""
"";"2009v1.1";"128907";"128907013";"Misai kucing (Cat whiskers)";"Misai kucing (Cat whiskers)";"1690";"121299900";"";"";"";""
"";"2009v1.1";"128907";"128907014";"Pegaga (Indian pennywort)";"Pegaga (Indian pennywort)";"1690";"070990900 ";"";"";"";""
"";"2009v1.1";"128907";"128907015";"Tea tree";"Tea tree";"1690";"121299900";"";"";"";""
"";"2009v1.1";"128907";"128907016";"Serai wangi (fragrant lemon grass)";"Serai wangi (fragrant lemon grass)";"1690";"121299900";"";"";"";""
"";"2009v1.1";"128907";"128907017";"Sirih (betel leaf)";"Sirih (betel leaf)";"1690";"121299900";"";"";"";""
"";"2009v1.1";"128907";"128907018";"Tongkat ali";"Tongkat ali";"1690";"121299900";"";"";"";""
"";"2009v1.1";"128907";"128907019";"Cekur";"Cekur";"1690";"070990900 ";"";"";"";""
"";"2009v1.1";"128907";"128907020";"Dukung anak";"Dukung anak";"1690";"121299900";"";"";"";""
"";"2009v1.1";"128907";"128907021";"Hempedu bumi (androgranghis herb)";"Hempedu bumi (androgranghis herb)";"1690";"121299900";"";"";"";""
"";"2009v1.1";"128907";"128907022";"Nilam";"Nilam";"1690";"121299900";"";"";"";""
"";"2009v1.1";"128907";"128907023";"Other spices and aromatic crops n.e.c.";"Other spices and aromatic crops n.e.c.";"1690";"091099000";"";"";"";""
"";"2009v1.1";"129101";"129101001";"Natural rubber & latex";"Natural rubber & latex";"1950";"4001.10, .21 - .29";"";"";"";""
"";"2009v1.1";"129101";"129101002";"Rubber scrap and cup lump";"Rubber scrap and cup lump";"1950";"4001.10, .21 - .29";"";"";"";""
"";"2009v1.1";"129101";"129101003";"Rubber earth scrap";"Rubber earth scrap";"1950";"4001.10, .21 - .29";"";"";"";""
"";"2009v1.1";"129201";"129201001";"Natural rubber & latex";"Natural rubber & latex";"1950";"4001.10, .21 - .29";"";"";"";""
"";"2009v1.1";"129201";"129201002";"Rubber scrap and cup lump";"Rubber scrap and cup lump";"1950";"4001.10, .21 - .29";"";"";"";""
"";"2009v1.1";"129201";"129201003";"Rubber earth scrap";"Rubber earth scrap";"1950";"4001.10, .21 - .29";"";"";"";""
"";"2009v1.1";"129301";"129301001";"Lac";"Lac";"3219";"130110000";"";"";"";""
"";"2009v1.1";"129301";"129301002";"Gum Damar";"Gum Damar";"3219";"130190000";"";"";"";""
"";"2009v1.1";"129301";"129301003";"Gum Arabic";"Gum Arabic";"3219";"130120000";"";"";"";""
"";"2009v1.1";"129301";"129301004";"Other Natural gums";"Other Natural gums";"3219";"130190000";"";"";"";""
"";"2009v1.1";"129401";"129401001";"Nipa palm fruit";"Nipa palm fruit";"1990";"121299000";"";"";"";""
"";"2009v1.1";"129402";"129402001";"Nipa leaves";"Nipa leaves";"3250";"140490000";"";"";"";""
"";"2009v1.1";"129501";"129501001";"Areca nuts";"Areca nuts";"1379";"080290100";"";"";"";""
"";"2009v1.1";"129601";"129601001";"Roselle";"Roselle";"1990";"121299900";"";"";"";""
"";"2009v1.1";"129901";"129901001";"Broom corn (Sorghum vulgare var. technician)";"Broom corn (Sorghum vulgare var. technician)";"1809";"140310000";"";"";"";""
"";"2009v1.1";"129902";"129902001";"Other vegetable products of a kind used primarily for human consumption, not elsewhere specified or included";"Other vegetable products of a kind used primarily for human consumption, not elsewhere specified or included";"1990";"121299900";"";"";"";""
"";"2009v1.1";"129903";"129903001";"Other vegetable materials of a kind used primarily for plaiting";"Other vegetable materials of a kind used primarily for plaiting";"3250";"140190000";"";"";"";""
"";"2009v1.1";"129903";"129903002";"Other vegetable materials of a kind used primarily as stuffing or as padding";"Other vegetable materials of a kind used primarily as stuffing or as padding";"3250";"140190000";"";"";"";""
"";"2009v1.1";"130101";"130101001";"Oil Palm nuts/seeds/oil palm seedling";"Oil Palm nuts/seeds/oil palm seedling";"1961";"060290100";"";"";"";""
"";"2009v1.1";"130101";"130101002";"Rubber seedling";"Rubber seedling";"1961";"060290100";"";"";"";""
"";"2009v1.1";"130101";"130101003";"Cocoa seedling";"Cocoa seedling";"1961";"060290100";"";"";"";""
"";"2009v1.1";"130101";"130101004";"Other plants for planting";"Other plants for planting";"1961";"060290100";"";"";"";""
"";"2009v1.1";"130201";"130201001";"Adianthum";"Adianthum";"1961";"060290100";"";"";"";""
"";"2009v1.1";"130201";"130201002";"Aglonema";"Aglonema";"1961";"060290100";"";"";"";""
"";"2009v1.1";"130201";"130201003";"Bambusa";"Bambusa";"1961";"060290100";"";"";"";""
"";"2009v1.1";"130201";"130201004";"Caladium";"Caladium";"1961";"060290100";"";"";"";""
"";"2009v1.1";"130201";"130201005";"Codiaeum";"Codiaeum";"1961";"060290100";"";"";"";""
"";"2009v1.1";"130201";"130201006";"Duranta";"Duranta";"1961";"060290100";"";"";"";""
"";"2009v1.1";"130201";"130201007";"Ficus spp";"Ficus spp";"1961";"060290100";"";"";"";""
"";"2009v1.1";"130201";"130201008";"Peperomia";"Peperomia";"1961";"060290100";"";"";"";""
"";"2009v1.1";"130201";"130201009";"Other plants for ornamental purposes";"Other plants for ornamental purposes";"1961";"060290100";"";"";"";""
"";"2009v1.1";"130301";"130301001";"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant";"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant";"1961";"060110000";"";"";"";""
"";"2009v1.1";"130301";"130301002";"Chicory plants and roots";"Chicory plants and roots";"1961";"060120100";"";"";"";""
"";"2009v1.1";"130301";"130301003";"Other bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower";"Other bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower";"1961";"060120900";"";"";"";""
"";"2009v1.1";"130301";"130301004";"Unrooted cuttings and slips";"Unrooted cuttings and slips";"1961";"060210000";"";"";"";""
"";"2009v1.1";"130301";"130301005";"Edible fruit or nuts trees, shrubs and bushes, grafted or not";"Edible fruit or nuts trees, shrubs and bushes, grafted or not";"1961";"060220000";"";"";"";""
"";"2009v1.1";"130301";"130301006";"Rhododendrons and azaleas, grafted or not";"Rhododendrons and azaleas, grafted or not";"1961";"060230000";"";"";"";""
"";"2009v1.1";"130301";"130301007";"Roses, grafted or not";"Roses, grafted or not";"1961";"060240000";"";"";"";""
"";"2009v1.1";"130301";"130301008";"Budded rubber stumps";"Budded rubber stumps";"1961";"060290100";"";"";"";""
"";"2009v1.1";"130301";"130301009";"Seedling rubber stumps";"Seedling rubber stumps";"1961";"060290200";"";"";"";""
"";"2009v1.1";"130301";"130301010";"Rubber budwood";"Rubber budwood";"1961";"060290300";"";"";"";""
"";"2009v1.1";"130301";"130301011";""Other live plants (including their roots), cuttings and slips";" mushroom spawn"";""Other live plants (including their roots), cuttings and slips";" mushroom spawn"";"1961";"060290900";"";"";"";""
"";"2009v1.1";"130401";"130401001";"Other support services to crop production";"Other support services to crop production";"86119";"";"";"";"";""
"";"2009v1.1";"141101";"141101001";"Beef cattle";"Beef cattle";"2111";"010210100";"";"";"";""
"";"2009v1.1";"141101";"141101002";"Dairy cattle";"Dairy cattle";"2111";"010210100";"";"";"";""
"";"2009v1.1";"141102";"141102001";"Buffaloes";"Buffaloes";"2112";"010210200";"";"";"";""
"";"2009v1.1";"141103";"141103001";"Other live ruminants";"Other live ruminants";"2129";"010600100";"";"";"";""
"";"2009v1.1";"141201";"141201001";"Raw milk of cattle";"Raw milk of cattle";"2211";"040120000";"";"";"";""
"";"2009v1.1";"141203";"141203001";"Raw milk of other ruminants";"Raw milk of other ruminants";"2299";"040120000";"";"";"";""
"";"2009v1.1";"141301";"141301001";"Bovine semen";"Bovine semen";"2411";"051110000";"";"";"";""
"";"2009v1.1";"141302";"141302001";"Cattle embryo";"Cattle embryo";"2420";"051199000";"";"";"";""
"";"2009v1.1";"142001";"142001001";"Horses";"Horses";"2130";"010110100";"";"";"";""
"";"2009v1.1";"142001";"142001002";"Asses, mules and hinny";"Asses, mules and hinny";"2130";"010120000";"";"";"";""
"";"2009v1.1";"143001";"143001001";"Camels and camelids";"Camels and camelids";"2121";"0106.19*";"";"";"";""
"";"2009v1.1";"143002";"143002001";"Raw milk of camel";"Raw milk of camel";"2293";"040120000";"";"";"";""
"";"2009v1.1";"144101";"144101001";"Sheep";"Sheep";"2122";"010410000";"";"";"";""
"";"2009v1.1";"144102";"144102001";"Goats";"Goats";"2123";"010420000";"";"";"";""
"";"2009v1.1";"144103";"144103001";"Sheep and goats semen";"Sheep and goats semen";"2419";"051199000";"";"";"";""
"";"2009v1.1";"144201";"144201001";"Raw milk of sheep";"Raw milk of sheep";"2291";"040120000";"";"";"";""
"";"2009v1.1";"144202";"144202001";"Raw milk of goats";"Raw milk of goats";"2292";"040120000";"";"";"";""
"";"2009v1.1";"144301";"144301001";"Shorn wool, greasy, including fleece-washed shorn wool";"Shorn wool, greasy, including fleece-washed shorn wool";"2941";"510111000";"";"";"";""
"";"2009v1.1";"144302";"144302001";""Pulled wool, greasy, including fleece-washed pulled wool";" coarseanimal hair"";""Pulled wool, greasy, including fleece-washed pulled wool";" coarseanimal hair"";"2942";"510119000";"";"";"";""
"";"2009v1.1";"144303";"144303001";"Fine animal hair, not carded or combed";"Fine animal hair, not carded or combed";"2943";"510210000";"";"";"";""
"";"2009v1.1";"145001";"145001001";"Swine / pigs";"Swine / pigs";"2140";"0103";"";"";"";""
"";"2009v1.1";"146101";"146101001";"Chicken broiler";"Chicken broiler";"2151";"010511100";"";"";"";""
"";"2009v1.1";"146101";"146101002";"Chicken layer - breeder";"Chicken layer - breeder";"2151";"010511100";"";"";"";""
"";"2009v1.1";"146101";"146101003";"Chicken broiler - ayam kampung";"Chicken broiler - ayam kampung";"2151";"010511100";"";"";"";""
"";"2009v1.1";"146101";"146101004";"Chicken layer - breeder - ayam kampung";"Chicken layer - breeder - ayam kampung";"2151";"010511100";"";"";"";""
